epoch,train_mse,val_mse,val_psnr,val_ssim,noisy_mse,noisy_psnr,noisy_ssim,train_phase_time_sec,validation_time_sec,epoch_time_sec,total_time_sec,train_images_per_sec,validation_images_per_sec,val_lambda0_mean,val_lambda0_std,val_lambda0_min,val_lambda0_max,val_lambda0_p01,val_lambda0_median,val_lambda0_p99,val_lambda1_mean,val_lambda1_std,val_lambda1_min,val_lambda1_max,val_lambda1_p01,val_lambda1_median,val_lambda1_p99,continuation_epoch,continuation_seed,continuation_stage
13,0.0008511133044521557,0.0008220254589105025,31.208633613586425,0.8379282963275909,0.009698207005858422,20.136563453674317,0.32226710945367815,184.59332112502307,6.29647187498631,190.89079516602214,2483.864420333004,2.7086570464884554,7.940955028900008,0.052354800403118136,0.011024898691102862,0.0011255106655880809,0.13936595618724823,0.027801770558580755,0.05198714278638363,0.08805506750941276,0.07808314740657807,0.01077019738033414,0.006971967406570911,0.15590141713619232,0.05198689863085747,0.07809109330177307,0.10864041328430175,,,
14,0.0008124968706915752,0.0008260308811441064,31.24157112121582,0.8425674736499786,0.009698207005858422,20.136563453674317,0.32226710945367815,184.15719649998937,6.307507541961968,190.46508262498537,2674.4320153750014,2.7150717403543276,7.927061468791738,0.06481506533920765,0.0127922498062253,0.0022390540689229965,0.16398493945598602,0.03318460037000477,0.06512913696467876,0.10491581439971924,0.09855790808796883,0.012461072644218802,0.012145355343818665,0.18355819582939148,0.06310669675469399,0.0997656187415123,0.13084455341100693,,,
15,0.0008200787501518789,0.0008725993213010952,31.04307270050049,0.8364424979686738,0.009698207005858422,20.136563453674317,0.32226710945367815,185.76739175000694,6.202755666978192,191.97054141701665,2866.5013683750294,2.6915380319968416,8.060933347122893,0.09250491589307785,0.021929195169359445,0.006148559041321278,0.24329450726509094,0.04155015241354704,0.09296127051115036,0.1504721400141716,0.11559960886836051,0.01485255302861333,0.021993109956383705,0.23779718577861786,0.0745109459757805,0.11670373916625977,0.15374978065490721,,,
16,0.0008242989078535174,0.0008064188156276941,31.29982109069824,0.8433455944061279,0.009698207005858422,20.136563453674317,0.32226710945367815,184.5136788749951,6.288283083005808,190.8023650420364,3057.3556514999946,2.7098261930961853,7.951295980158058,0.053578790202736856,0.014132455699145794,0.005868970882147551,0.1780737042427063,0.026017767675220967,0.053053300008177755,0.099253568649292,0.08984953254461288,0.014007927570492028,0.022754555568099022,0.18836259841918945,0.05820905052125454,0.09060673356056213,0.12695023581385612,,,
17,0.0008114071935160609,0.0008116072515258566,31.25982089996338,0.8423794054985047,0.009698207005858422,20.136563453674317,0.32226710945367815,184.36786891700467,6.296280582959298,190.66477666702121,3248.11955737503,2.71196929777976,7.94119628901602,0.05098005369305611,0.014915604777634144,0.007888280786573887,0.16254876554012299,0.022443409226834774,0.050668288990855216,0.09603646159172058,0.08496866121888161,0.013961299303919077,0.030062062665820122,0.17757409811019897,0.05426811829209328,0.08604511693120002,0.11882481932640075,,,
18,0.0008014109214163909,0.0008031019574264065,31.3266455078125,0.8469877374172211,0.009698207005858422,20.136563453674317,0.32226710945367815,184.12425458303187,6.285733167023864,190.41037674999097,3438.582644957991,2.715557497475283,7.95452156039798,0.05673949509859085,0.019024957697838546,0.005272535607218742,0.18910764157772064,0.022004135847091676,0.056060892567038535,0.10954883128404617,0.0888935835659504,0.016003135964274405,0.02068055048584938,0.19206589460372925,0.05429571144282818,0.09062801733613014,0.12390375748276711,,,
19,0.0008455771155604452,0.0007924819205072708,31.394016952514647,0.8487840259075164,0.009698207005858422,20.136563453674317,0.32226710945367815,184.5590053750202,6.287748042028397,190.84714437503135,3629.528305749991,2.709160677280472,7.951972576794002,0.06262049473822116,0.020463282819837333,0.007246219553053379,0.20272217690944672,0.025241550989449024,0.061982115581631664,0.11765207916498184,0.0944843202829361,0.015859579406678675,0.027756711468100548,0.2161797136068344,0.060871140509843824,0.09619868621230125,0.1354394170641899,,,
20,0.0007873852566553978,0.0007915720695746132,31.40984973907471,0.8492777943611145,0.009698207005858422,20.136563453674317,0.32226710945367815,184.64111329097068,6.26122625003336,190.90275020798435,3820.5336475829827,2.7079559426836006,7.985656164354961,0.08203862562775611,0.032979252077639104,0.007045386824756861,0.26370227336883545,0.02384353520348668,0.08094331406056882,0.1555355131626129,0.10648834720253944,0.02278715543448925,0.03862951323390007,0.2740687429904938,0.05997920915484428,0.1083082166314125,0.15866388022899627,,,
21,0.0008403143325522251,0.0007930787411169149,31.385369758605957,0.8495272040367127,0.009698207005858422,20.136563453674317,0.32226710945367815,184.6684386249981,6.296014791994821,190.96484149998287,4011.6014887500205,2.7075552472468694,7.941531532545537,0.059646703600883484,0.022289337553083897,0.006398230791091919,0.21179373562335968,0.02324416136369109,0.05649334743618965,0.12023159742355347,0.09033680185675622,0.01644584158435464,0.0304314773529768,0.22378423810005188,0.05891228288412094,0.09041373938322067,0.13061612218618393,,,
22,0.0008275925430407369,0.0007897244914784096,31.418274993896485,0.8495760393142701,0.009698207005858422,20.136563453674317,0.32226710945367815,184.54525408300105,6.188836874964181,190.734474625031,4202.391601749987,2.709362548955716,8.079062513711735,0.07658582106232643,0.029310263246297836,0.007281971164047718,0.23501133918762207,0.026189059261232616,0.07406015016138554,0.14546700298786164,0.1017170387506485,0.019780026078224183,0.043385349214076996,0.24826817214488983,0.06442079827189445,0.10180361911654473,0.15142058536410333,,,
23,0.0008033892998828378,0.0007988591163302772,31.38470275878906,0.8481249165534973,0.009698207005858422,20.136563453674317,0.32226710945367815,185.16532574995654,6.305778875015676,191.47174945898587,4393.965196374978,2.700289581620642,7.92923459433482,0.082212685495615,0.029096801355481147,0.010616919957101345,0.28567415475845337,0.030683455467224122,0.08130277030169963,0.15335438907146454,0.10434382140636445,0.019181847833096982,0.04564328119158745,0.3004564940929413,0.06947103597223758,0.10450086578726768,0.1610872095823288,,,
24,0.000790718895930695,0.0007841095121693798,31.448771209716796,0.8515892791748046,0.009698207005858422,20.136563453674317,0.32226710945367815,184.75801862502703,6.2938061250024475,191.05221920803888,4585.070429707994,2.7062424879905635,7.944318431000376,0.07192329868674278,0.027841261625289916,0.006472731474786997,0.2936680316925049,0.02479858236387372,0.0694214729219675,0.14364558935165406,0.09563013195991515,0.01909648809581995,0.032195549458265305,0.30484652519226074,0.06156050331890583,0.09538581654429436,0.15337909191846846,,,
25,0.0007740771343615052,0.0007913315136102028,31.417573509216307,0.8490719985961914,0.009698207005858422,20.136563453674317,0.32226710945367815,184.92476537503535,6.3254582080408,191.25060583400773,4776.419927457988,2.7038022678356715,7.904565701887172,0.0861420813202858,0.033318029902875426,0.010361614637076855,0.34910932183265686,0.028037457298487424,0.08579439766705037,0.1716610860824585,0.10740699023008346,0.023801469579339027,0.04348130151629448,0.3671019971370697,0.06689273431897164,0.10689248219132423,0.18153192579746247,,,
26,0.000784688421210376,0.0007921590068144723,31.40432014465332,0.8526795971393585,0.009698207005858422,20.136563453674317,0.32226710945367815,184.59977895900374,6.3152228749822825,190.91542033397127,4967.390329207992,2.7085622898337323,7.917376946120888,0.07344291344285012,0.034113673083484175,0.006473513785749674,0.24817271530628204,0.02165584348142147,0.06884706158190966,0.14927949666976928,0.09508293151855468,0.023252703435719013,0.03495132923126221,0.26150181889533997,0.057213710397481916,0.09329667121171951,0.15155329138040544,,,
27,0.0007714870998242986,0.0007956650148844346,31.39359046936035,0.847598066329956,0.009698207005858422,20.136563453674317,0.32226710945367815,184.40566250000848,6.290102541039232,190.69615791604156,5158.1457006250275,2.7114134849301443,7.948996009807361,0.1013676492124796,0.04196169473230839,0.00602429686114192,0.36607807874679565,0.026410243250429632,0.10206163294613362,0.1932632866501808,0.1161854037642479,0.029764222614467144,0.042266104370355606,0.37768325209617615,0.06537299066781997,0.1143993428349495,0.19709233731031417,,,
28,0.0007976726926990522,0.0007857443523244001,31.4408821105957,0.8527799105644226,0.009698207005858422,20.136563453674317,0.32226710945367815,184.73042970901588,6.28667887498159,191.01756329199998,5349.221600165998,2.7066466569021204,7.953324958107777,0.07495131343603134,0.03373009379953146,0.0051590679213404655,0.28409990668296814,0.022019327078014614,0.07085492469370365,0.1539090895652771,0.0986835603415966,0.024126563761383293,0.03975662216544151,0.3042699098587036,0.058266022428870204,0.09720307901501656,0.16398054659366607,,,
29,0.0007889709038008732,0.0007854434347245843,31.436008110046387,0.8523233711719513,0.009698207005858422,20.136563453674317,0.32226710945367815,184.78348333400209,6.313060041982681,191.09692937502405,5540.375832749996,2.70586954514887,7.920089412660962,0.06860571727156639,0.028450387939810754,0.008001072332262993,0.251919686794281,0.022783328536897896,0.06516318753361702,0.13947887361049652,0.09348541617393494,0.021070560496300458,0.039882559329271317,0.287119597196579,0.058092651069164274,0.09204045668244362,0.1517043513059616,,,
30,0.0007931478579203031,0.0007871038015582599,31.44067852020264,0.8498602449893952,0.009698207005858422,20.136563453674317,0.32226710945367815,184.74533041700488,6.336665750015527,191.08239483297803,5731.515018208011,2.7064283512411715,7.890585044647097,0.08467538833618164,0.03158918436616659,0.007217154838144779,0.24415183067321777,0.02703162843361497,0.08467912055552006,0.15153875857591628,0.10771302536129951,0.023520733434706925,0.04850563034415245,0.2736203372478485,0.06636139571666717,0.10671008437871933,0.16724328607320785,,,
31,0.0007753173561941367,0.0007957441449980251,31.3882092666626,0.8530224728584289,0.009698207005858422,20.136563453674317,0.32226710945367815,184.54605820798315,6.321641540969722,190.86809408297995,5922.4398185409955,2.70935074341442,7.909338053408536,0.07221675813198089,0.033674428164958956,0.004203829448670149,0.2751794457435608,0.019424186646938325,0.06770149841904641,0.15094791457057,0.09489159122109413,0.02453109882771969,0.028595400974154472,0.28469207882881165,0.053479763492941854,0.09306814089417458,0.15605059653520584,,,
32,0.000749050171937597,0.0007802038147929124,31.474776153564452,0.8531515991687775,0.009698207005858422,20.136563453674317,0.32226710945367815,184.96479458297836,6.20858891698299,191.1743037920096,6113.670023249986,2.7032171237088662,8.053359735773434,0.08896707646548747,0.04077939637005329,0.006404101382941008,0.35815438628196716,0.02294066648930311,0.08582342185080051,0.18271476298570632,0.10513183772563935,0.028640318885445593,0.033624500036239624,0.34312888979911804,0.05799832738935948,0.1023568058013916,0.17948205024003983,,,
33,0.000782192153737924,0.0008419843329465948,31.192882308959963,0.8390437316894531,0.009698207005858422,20.136563453674317,0.32226710945367815,185.24228095903527,6.2527864999719895,191.49548729200615,6305.267043332977,2.6991678001987607,7.996434869513614,0.12027354896068573,0.043402798287570474,0.01278196182101965,0.39010289311408997,0.034612554609775546,0.1243942865729332,0.2153005215525627,0.12982453927397727,0.03159622173756361,0.05151580646634102,0.3695276081562042,0.07380383431911469,0.12910985633730887,0.21166029840707778,,,
34,0.0008114421365116868,0.0007805666804779321,31.472554206848145,0.8519482135772705,0.009698207005858422,20.136563453674317,0.32226710945367815,184.63197345897788,6.307594415964559,190.93997433403274,6496.259869290981,2.7080899945593204,7.926952289996596,0.09165780201554298,0.04089975267648697,0.005005418788641691,0.3137393891811371,0.023978777658194304,0.08905605085194111,0.18220972448587416,0.10667613044381141,0.02868232801556587,0.04195358231663704,0.33464524149894714,0.061282696574926375,0.1029871442914009,0.1803211322426796,,,
35,0.0008025949689763366,0.0007890863451757469,31.43205982208252,0.8488621854782105,0.009698207005858422,20.136563453674317,0.32226710945367815,184.4630674169748,6.278166792006232,190.741622291971,6687.057882583002,2.710569692900968,7.964108259064291,0.09171893373131752,0.03641611911356449,0.005408091004937887,0.3166017234325409,0.026028250940144063,0.09152501605451108,0.1735846945643425,0.10533158332109452,0.025241605415940286,0.03722544386982918,0.30881714820861816,0.0623650997877121,0.10282159000635147,0.17392271369695664,,,
36,0.00079605208265275,0.000787446146714501,31.42456699371338,0.8520250201225281,0.009698207005858422,20.136563453674317,0.32226710945367815,184.3130398329813,6.2819125420064665,190.59535700001288,6877.710325458029,2.712776049123189,7.959359457116831,0.07112522445619106,0.03207778088748455,0.004892351105809212,0.2691487669944763,0.021473944615572692,0.06593793354928494,0.14852944612503052,0.0906374830007553,0.020134830754250287,0.04078206047415733,0.2888835072517395,0.06096327908337116,0.08655171617865562,0.146320653706789,,,
37,0.0007757420478828863,0.0007806615406298078,31.46988140106201,0.8540265715122223,0.009698207005858422,20.136563453674317,0.32226710945367815,184.59877883305307,6.315832457970828,190.91499933303567,7068.6789811250055,2.708576964380618,7.916612787424094,0.07596586860716342,0.032841710895299914,0.005002924241125584,0.28494277596473694,0.021737860068678855,0.07325093112885953,0.15187949508428575,0.09681439474225044,0.022120618168264626,0.04933280870318413,0.3120824992656708,0.06239151246845722,0.09394990667700767,0.15811077356338502,,,
38,0.0007561416515090969,0.000780228233197704,31.475491790771486,0.8512873518466949,0.009698207005858422,20.136563453674317,0.32226710945367815,184.69399574998533,6.288475916953757,190.9830671249656,7259.717480625026,2.7071805879214117,7.951052156405623,0.11796155825257301,0.05991806522011757,0.006984352599829435,0.40941759943962097,0.02432952057570219,0.11191151700913907,0.24741056501865388,0.1226879096031189,0.041574021056294444,0.05156204104423523,0.35975250601768494,0.06472489945590496,0.11410398364067077,0.222158345580101,,,
39,0.0008030447466917394,0.0007821226769010537,31.460932693481446,0.8541506433486938,0.009698207005858422,20.136563453674317,0.32226710945367815,184.66450349998195,6.3002105000196025,190.96513537497958,7450.789962958021,2.7076129441414216,7.936242765197199,0.08085459046065807,0.039996762834489344,0.006077293772250414,0.36177676916122437,0.022538898177444935,0.07364591509103775,0.18014018714427948,0.09495190724730491,0.026503982059657573,0.04503163322806358,0.3235338032245636,0.0580540519207716,0.08931706622242927,0.17007253229618072,,,
40,0.0007893080374451528,0.0007762444246327504,31.495964660644532,0.8545568418502808,0.009698207005858422,20.136563453674317,0.32226710945367815,184.37516699999105,6.290657916048076,190.6662460839725,7641.513544375019,2.7118619504763584,7.94829422729301,0.09251522958278656,0.04463022544980049,0.0052932510152459145,0.34655722975730896,0.021864525340497494,0.08794086329638957,0.19304274439811706,0.10485722184181213,0.03119613617658615,0.04536574333906174,0.35992226004600525,0.05900873251259327,0.0991643476486206,0.18562060415744783,,,
41,0.0008002161678559788,0.0007778008867171593,31.488451461791993,0.8533560085296631,0.009698207005858422,20.136563453674317,0.32226710945367815,184.65936291700928,6.304889207996894,190.96464216703316,7832.5826605830225,2.707688319192962,7.930353468635389,0.09001909531652927,0.042029077298939226,0.007182411849498749,0.3572911024093628,0.025011060778051614,0.08422588042914868,0.1895677089691162,0.100206897854805,0.026289900504052638,0.04942107945680618,0.33474576473236084,0.06279908284544945,0.09443975910544396,0.17227230221033096,,,
42,0.0007584528795359801,0.0007813476491719485,31.47367931365967,0.851532518863678,0.009698207005858422,20.136563453674317,0.32226710945367815,186.25963154202327,6.319806165993214,192.5804278330179,8025.219501374988,2.6844249387833226,7.911635054418169,0.09894472219049931,0.04391758140176535,0.008906040340662003,0.34674960374832153,0.026590477135032417,0.09595204822719097,0.19814954817295075,0.10527399390935897,0.02813621558248997,0.04727628454566002,0.3352743089199066,0.06198452979326248,0.09994496166706085,0.17906361877918242,,,
43,0.0007825089305279107,0.0007792725157923997,31.4807706451416,0.8521643126010895,0.009698207005858422,20.136563453674317,0.32226710945367815,184.81620033300715,6.309430458000861,191.12602262501605,8216.401231124997,2.705390539893611,7.924645549678103,0.09337630450725555,0.04159332908689976,0.004999397788196802,0.36835405230522156,0.02421016715466976,0.090561548396945,0.18906839579343795,0.10511380329728126,0.027150765247642993,0.04281966760754585,0.36669355630874634,0.06232419259846211,0.10093400940299034,0.1790439173579216,,,
44,0.000724418085384059,0.0007789435773156583,31.480187187194826,0.8514546132087708,0.009698207005858422,20.136563453674317,0.32226710945367815,184.51298124995083,6.3331045000231825,190.84648383397143,8407.301725375,2.709836438676768,7.8950221016907225,0.11807639576494694,0.05690532971173525,0.00732928654178977,0.4460965692996979,0.024985632132738828,0.1160836423188448,0.24915682196617125,0.12268002569675446,0.03998393006622791,0.045418113470077515,0.42096027731895447,0.06136101543903351,0.11736611142754555,0.22514371663331986,,,
45,0.000801975546963149,0.0008654095919337124,31.10728786468506,0.8352906906604767,0.009698207005858422,20.136563453674317,0.32226710945367815,184.236655833025,6.294820874987636,190.53188008302823,8597.887170957983,2.713900758452507,7.943037775494797,0.15141134336590767,0.058627989180386066,0.004572025965899229,0.4728394150733948,0.03366546582430601,0.1581995041668415,0.27892919033765795,0.14049656704068184,0.039315013885498046,0.03935534879565239,0.44575124979019165,0.07020636446774006,0.14033641934394836,0.2396545910835266,,,
46,0.0008057827907668979,0.0007797473663231358,31.468168716430664,0.8544681572914123,0.009698207005858422,20.136563453674317,0.32226710945367815,184.80061429104535,6.313067791983485,191.1140822500456,8789.054844291008,2.7056187119191186,7.920079689860362,0.08111086770892144,0.039500380679965016,0.008131531067192554,0.34363415837287903,0.02341869218274951,0.07417958103120327,0.17985814571380615,0.09086556151509285,0.024885557238012553,0.03419221565127373,0.32295462489128113,0.05312122292816639,0.08642198860645295,0.1620105656981468,,,
47,0.0007809373877098551,0.00077575044502737,31.49929244995117,0.8528950977325439,0.009698207005858422,20.136563453674317,0.32226710945367815,185.62942637497326,6.296197000017855,191.92603358300403,8981.034431707987,2.6935384640471556,7.941301709565029,0.11734932988882064,0.06066864870488644,0.005846103187650442,0.43547946214675903,0.021971805468201638,0.11247724145650864,0.24971827268600463,0.1191602024435997,0.04134789850562811,0.038676291704177856,0.41742727160453796,0.05762722119688988,0.11179310873150826,0.2184566777944565,,,
48,0.0007829756677456317,0.0007731359568424523,31.512142486572266,0.8553683972358703,0.009698207005858422,20.136563453674317,0.32226710945367815,184.38468912499957,6.281013333005831,190.66628333297558,9171.803204957978,2.71172190257639,7.960498943260815,0.11123236037790775,0.062178012654185294,0.00501630362123251,0.48624706268310547,0.02054290344938636,0.10218750894069671,0.2573976877331734,0.11090105772018433,0.0396855828911066,0.03731384500861168,0.42367860674858093,0.055448174849152564,0.1021949091553688,0.21350137174129485,,,
49,0.0007676589566617622,0.0007723926089238376,31.515601959228515,0.8553406190872193,0.009698207005858422,20.136563453674317,0.32226710945367815,184.15850729198428,6.273880166001618,190.43284558295272,9362.341297416016,2.7150524151851827,7.969549732707965,0.10049221627414226,0.05378604270517826,0.005837332457304001,0.41368159651756287,0.021759125739336013,0.09165946818888188,0.2243073472380638,0.10311202883720398,0.03394000601023436,0.03370463848114014,0.39302292466163635,0.05453413724899292,0.0952660308778286,0.18929943263530732,,,
50,0.0007813305035206213,0.0007745654601603746,31.501099891662598,0.8551974809169769,0.009698207005858422,20.136563453674317,0.32226710945367815,184.30823674995918,6.235347124980763,190.54398049996234,9552.991773875023,2.7128467442196977,8.01879975529899,0.09760523959994316,0.053615136928856374,0.0060021947138011456,0.4952927529811859,0.02125248484313488,0.08764986366033554,0.22696748077869416,0.10157099232077599,0.034133169949054715,0.03487363085150719,0.4681016504764557,0.05407514214515686,0.09329108655452728,0.19177149534225463,,,
51,0.0007670666177809835,0.0007700912523432635,31.533237380981447,0.8550522887706756,0.009698207005858422,20.136563453674317,0.32226710945367815,185.11985125002684,6.3224706670152955,191.44272754102712,9744.488621625002,2.7009529049625765,7.9083008262660615,0.10774118408560752,0.059161470457911494,0.0018687380943447351,0.5662776231765747,0.022743215803056955,0.09747766874730587,0.2505894461274147,0.10972264260053635,0.03677693422883749,0.02290290594100952,0.4370315670967102,0.05824698209762573,0.1008601489663124,0.2061416384577751,,,
52,0.0007639191467706041,0.0007837826263858006,31.462885780334474,0.8498640918731689,0.009698207005858422,20.136563453674317,0.32226710945367815,184.73664000001736,6.333120499970391,191.07031387498137,9935.66531433299,2.7065556675706186,7.89500215576725,0.1225526824593544,0.057910451143980024,0.0064436644315719604,0.4556441009044647,0.02742018539458513,0.11999028101563454,0.25168871611356736,0.12132110998034477,0.03711297180503607,0.040169745683670044,0.4293942451477051,0.06382863156497479,0.11622784540057182,0.21225049048662187,,,
53,0.000802699018327985,0.0007723090756917373,31.51979789733887,0.852955813407898,0.009698207005858422,20.136563453674317,0.32226710945367815,184.65582512499532,6.34991320798872,191.0061254169559,10126.725837833015,2.7077401953691154,7.8741233718117325,0.13248116813600064,0.07313396699726582,0.004869326949119568,0.5699394345283508,0.0237716163136065,0.12401381559669972,0.29583508491516114,0.12067007467150688,0.04351089250296354,0.031482961028814316,0.5066050887107849,0.0564462673664093,0.11266668394207954,0.2243880745768547,,,
54,0.000758343907354174,0.0007736322781420313,31.51443988800049,0.852629611492157,0.009698207005858422,20.136563453674317,0.32226710945367815,184.456258582999,6.352240165986586,190.8088899999857,10317.592788540991,2.710669748161552,7.8712389162688945,0.1283279028534889,0.07057292126119137,0.004420129116624594,0.5854154825210571,0.023266648482531307,0.1186990711838007,0.29400991171598434,0.12330578580498695,0.04421484474092722,0.03569159284234047,0.5064131021499634,0.06109976723790169,0.11300627186894417,0.2387458261847496,,,
55,0.0007707150177411676,0.0007708466064650565,31.522131690979005,0.8563205075263977,0.009698207005858422,20.136563453674317,0.32226710945367815,185.06202941702213,6.358933541981969,191.42138391698245,10509.071074415988,2.7017968060497757,7.8629536965432525,0.09660232461988925,0.05779191497713328,0.004570909775793552,0.5905227661132812,0.02006724325940013,0.08282028831541538,0.2489586728811264,0.09901179462671279,0.03224055975675583,0.035115763545036316,0.4253242611885071,0.055398612767457965,0.09072249546647072,0.19328398257493973,,,
